report_id,date,site,location,report_type,activity,report_text,sif_potential,sif_confidence,life_saving_rule,precursor,hazard,barrier,barrier_failure,priority
SYN-0244,2024-09-11,Digboi,Naharkatiya — Tank Farm,Near Miss,Working at Height — repairing an elevated platform,"During repairing an elevated platform after a change in the work sequence, harness was not attached to an anchor. The worker slipped near an unprotected edge. The deviation was identified early, before anyone was exposed to serious harm. The dropped-object zone was cleared.",No,0.841,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,Low
SYN-0245,2025-08-20,Digboi,Duliajan — Main Gate,Safety Observation,Lifting Operations — loading a valve assembly,"During relocating a chemical drum during a routine maintenance task, lifting plan was not followed. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The banksman stopped the lift immediately.",No,0.781,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,Medium
SYN-0246,2025-08-19,Digboi,Geleki — Main Gate,Safety Observation,Confined Space — cleaning a storage tank,"During entry into a sump during the morning shift, rescue plan was not briefed. A worker reported dizziness inside the vessel. The deviation was identified early, before anyone was exposed to serious harm. The entrant exited immediately and medical support was alerted.",No,0.887,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,Low
SYN-0247,2024-07-11,Duliajan,Naharkatiya — Main Gate,Safety Observation,Energy Isolation — valve replacement,"During pump maintenance while preparing the job, incorrect isolation point. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The technician stopped work and isolated the equipment.",Yes,0.886,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0248,2025-10-16,Naharkatiya,Duliajan — Pipeline Corridor,Near Miss,Lifting Operations — loading a valve assembly,"During relocating a chemical drum during the morning shift, lifting plan was not followed. The load tilted unexpectedly above the work crew. The condition created a credible potential for a fatal or permanently disabling event. The route was cleared and barricaded.",Yes,0.837,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,High
SYN-0249,2024-07-18,Duliajan,Bongaigaon — Main Gate,Hazard Report,Energy Isolation — compressor servicing,"During valve replacement during a routine maintenance task, lockout/tagout not verified. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.937,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,incorrect isolation point,High
SYN-0250,2024-12-14,Naharkatiya,Bongaigaon — Main Gate,Near Miss,Hot Work — cutting a steel support,"During grinding near the workshop during the morning shift, combustibles not cleared from the work area. Sparks travelled toward an open drain. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.908,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,High
SYN-0251,2025-02-01,Bongaigaon,Naharkatiya — Workshop,Hazard Report,Line of Fire — moving materials beside a pipe rack,"During loosening a seized flange during the morning shift, stored energy was not assessed. The hose whipped when the coupling released. The deviation was identified early, before anyone was exposed to serious harm. The crew stepped back and reassessed the task.",No,0.876,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,Low
SYN-0252,2024-03-05,Bongaigaon,Geleki — Workshop,Near Miss,Driving / Vehicle Safety — driving between installations,"During reversing a service vehicle during the morning shift, seat belt was not used. The driver lost control on a wet bend. The condition created a credible potential for a fatal or permanently disabling event. The vehicle was removed from service for inspection.",Yes,0.821,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,High
SYN-0253,2024-01-04,Bongaigaon,Naharkatiya — Main Gate,Hazard Report,Working at Height — installing cable tray at height,"During installing cable tray at height while preparing the job, scaffold inspection tag was missing. The platform moved while being accessed. The deviation was identified early, before anyone was exposed to serious harm. Work stopped until a certified access system was provided.",No,0.862,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,scaffold inspection tag was missing,Low
SYN-0254,2024-09-12,Digboi,Naharkatiya — Pipeline Corridor,Hazard Report,Lifting Operations — relocating a chemical drum,"During relocating a chemical drum during a routine maintenance task, sling inspection was overdue. The load passed over an occupied walkway. The condition created a credible potential for a fatal or permanently disabling event. The load was lowered to a safe position.",Yes,0.875,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,High
SYN-0255,2024-10-01,Geleki,Bongaigaon — Pipeline Corridor,Near Miss,Lifting Operations — loading a valve assembly,"During lifting a pump motor while preparing the job, personnel entered the suspended-load zone. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The banksman stopped the lift immediately.",No,0.931,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,Medium
SYN-0256,2025-04-03,Digboi,Digboi — Workshop,Hazard Report,Line of Fire — loosening a seized flange,"During moving materials beside a pipe rack during a routine maintenance task, exclusion zone was not maintained. The hose whipped when the coupling released. The condition created a credible potential for a fatal or permanently disabling event. The crew stepped back and reassessed the task.",Yes,0.956,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,High
SYN-0257,2025-01-29,Bongaigaon,Duliajan — Process Unit,Near Miss,Driving / Vehicle Safety — driving between installations,"During driving between installations while preparing the job, reversing alarm was not working. A load shifted during transit. The condition created a credible potential for a fatal or permanently disabling event. The vehicle was removed from service for inspection.",Yes,0.871,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,High
SYN-0258,2024-04-03,Digboi,Digboi — Workshop,Safety Observation,Lifting Operations — lifting a pump motor,"During loading a valve assembly while preparing the job, sling inspection was overdue. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The load was lowered to a safe position.",No,0.879,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,Low
SYN-0259,2024-01-31,Geleki,Digboi — Tank Farm,Safety Observation,Energy Isolation — pump maintenance,"During valve replacement after a change in the work sequence, incorrect isolation point. Residual pressure remained in the line. The condition created a credible potential for a fatal or permanently disabling event. The line was depressurized before work resumed.",Yes,0.845,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,High
SYN-0260,2025-08-26,Geleki,Naharkatiya — Pipeline Corridor,Hazard Report,Confined Space — entry into a sump,"During cleaning a storage tank during the morning shift, entry permit was incomplete. The attendant lost radio contact with the entrant. The condition created a credible potential for a fatal or permanently disabling event. The standby rescue team secured the area.",Yes,0.788,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,High
SYN-0261,2024-02-24,Geleki,Duliajan — Process Unit,Safety Observation,Driving / Vehicle Safety — transporting equipment on an access road,"During driving between installations during the morning shift, seat belt was not used. A load shifted during transit. The condition created a credible potential for a fatal or permanently disabling event. The driver stopped and reported the near miss.",Yes,0.832,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,High
SYN-0262,2025-07-22,Naharkatiya,Duliajan — Main Gate,Near Miss,Line of Fire — loosening a seized flange,"During handling a pressurized hose while preparing the job, spotter communication was unclear. The flange shifted suddenly toward the worker. The condition created a credible potential for a fatal or permanently disabling event. The area was barricaded before continuing.",Yes,0.873,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,High
SYN-0263,2025-06-02,Digboi,Geleki — Pipeline Corridor,Near Miss,Working at Height — repairing an elevated platform,"During installing cable tray at height during the morning shift, scaffold inspection tag was missing. The platform moved while being accessed. The condition created a credible potential for a fatal or permanently disabling event. The dropped-object zone was cleared.",Yes,0.865,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,High
SYN-0264,2025-08-04,Bongaigaon,Naharkatiya — Main Gate,Safety Observation,Confined Space — inspection inside a vessel,"During entry into a sump during the morning shift, continuous gas monitoring was unavailable. The attendant lost radio contact with the entrant. The condition created a credible potential for a fatal or permanently disabling event. The entrant exited immediately and medical support was alerted.",Yes,0.952,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,High
SYN-0265,2025-08-15,Bongaigaon,Geleki — Tank Farm,Hazard Report,Confined Space — entry into a sump,"During entry into a sump during the morning shift, entry permit was incomplete. The attendant lost radio contact with the entrant. The condition created a credible potential for a fatal or permanently disabling event. The entrant exited immediately and medical support was alerted.",Yes,0.814,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,High
SYN-0266,2024-01-18,Naharkatiya,Digboi — Process Unit,Near Miss,Working at Height — repairing an elevated platform,"During accessing a tank roof while preparing the job, harness was not attached to an anchor. A tool fell to the level below. The condition created a credible potential for a fatal or permanently disabling event. The dropped-object zone was cleared.",Yes,0.954,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,High
SYN-0267,2025-07-16,Duliajan,Digboi — Main Gate,Hazard Report,Confined Space — cleaning a storage tank,"During entry into a sump while preparing the job, continuous gas monitoring was unavailable. The attendant lost radio contact with the entrant. The deviation was identified early, before anyone was exposed to serious harm. Ventilation was increased and the permit was reviewed.",No,0.79,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,entry permit was incomplete,Medium
SYN-0268,2025-09-27,Duliajan,Bongaigaon — Workshop,Near Miss,Working at Height — accessing a tank roof,"During repairing an elevated platform after a change in the work sequence, harness was not attached to an anchor. A tool fell to the level below. The condition created a credible potential for a fatal or permanently disabling event. The supervisor arranged a scaffold inspection.",Yes,0.952,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,High
SYN-0269,2024-08-10,Naharkatiya,Digboi — Main Gate,Hazard Report,Driving / Vehicle Safety — reversing a service vehicle,"During driving between installations while preparing the job, reversing alarm was not working. The driver lost control on a wet bend. The condition created a credible potential for a fatal or permanently disabling event. The vehicle was removed from service for inspection.",Yes,0.951,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,High
SYN-0270,2024-03-02,Digboi,Geleki — Tank Farm,Safety Observation,Line of Fire — handling a pressurized hose,"During moving materials beside a pipe rack while preparing the job, exclusion zone was not maintained. The flange shifted suddenly toward the worker. The condition created a credible potential for a fatal or permanently disabling event. The area was barricaded before continuing.",Yes,0.834,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,exclusion zone was not maintained,High
SYN-0271,2025-04-06,Geleki,Geleki — Tank Farm,Near Miss,Hot Work — welding on a process pipe,"During grinding near the workshop during a routine maintenance task, gas test not repeated. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.872,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0272,2025-06-27,Bongaigaon,Naharkatiya — Main Gate,Near Miss,Driving / Vehicle Safety — driving between installations,"During driving between installations during a routine maintenance task, seat belt was not used. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The vehicle was removed from service for inspection.",No,0.838,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,Medium
SYN-0273,2025-10-08,Digboi,Naharkatiya — Main Gate,Safety Observation,Driving / Vehicle Safety — transporting equipment on an access road,"During driving between installations while preparing the job, journey plan was not reviewed. The driver lost control on a wet bend. The condition created a credible potential for a fatal or permanently disabling event. The driver stopped and reported the near miss.",Yes,0.824,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,High
SYN-0274,2024-12-02,Digboi,Naharkatiya — Process Unit,Safety Observation,Line of Fire — moving materials beside a pipe rack,"During handling a pressurized hose after a change in the work sequence, spotter communication was unclear. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The crew stepped back and reassessed the task.",No,0.792,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Medium
SYN-0275,2024-07-03,Digboi,Bongaigaon — Process Unit,Safety Observation,Confined Space — inspection inside a vessel,"During inspection inside a vessel after a change in the work sequence, rescue plan was not briefed. Oxygen readings fell below the safe limit. The condition created a credible potential for a fatal or permanently disabling event. Ventilation was increased and the permit was reviewed.",Yes,0.878,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,entry permit was incomplete,High
SYN-0276,2024-11-25,Naharkatiya,Geleki — Tank Farm,Hazard Report,Lifting Operations — relocating a chemical drum,"During loading a valve assembly during the morning shift, personnel entered the suspended-load zone. The load passed over an occupied walkway. The deviation was identified early, before anyone was exposed to serious harm. The banksman stopped the lift immediately.",No,0.758,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,personnel entered the suspended-load zone,Medium
SYN-0277,2024-05-21,Duliajan,Naharkatiya — Main Gate,Near Miss,Line of Fire — loosening a seized flange,"During handling a pressurized hose during a routine maintenance task, stored energy was not assessed. The flange shifted suddenly toward the worker. The deviation was identified early, before anyone was exposed to serious harm. The crew stepped back and reassessed the task.",No,0.866,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Medium
SYN-0278,2024-07-20,Geleki,Bongaigaon — Pipeline Corridor,Near Miss,Driving / Vehicle Safety — driving between installations,"During driving between installations after a change in the work sequence, journey plan was not reviewed. The vehicle nearly struck a pedestrian at the gate. The condition created a credible potential for a fatal or permanently disabling event. The driver stopped and reported the near miss.",Yes,0.808,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,High
SYN-0279,2024-12-03,Naharkatiya,Duliajan — Main Gate,Near Miss,Driving / Vehicle Safety — reversing a service vehicle,"During transporting equipment on an access road while preparing the job, seat belt was not used. The vehicle nearly struck a pedestrian at the gate. The deviation was identified early, before anyone was exposed to serious harm. The journey was restarted only after the load was secured.",No,0.867,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,Medium
SYN-0280,2024-12-03,Duliajan,Geleki — Pipeline Corridor,Safety Observation,Energy Isolation — pump maintenance,"During pump maintenance while preparing the job, missing zero-energy test. A valve was still connected to the live header. The deviation was identified early, before anyone was exposed to serious harm. The technician stopped work and isolated the equipment.",No,0.939,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,incorrect isolation point,Medium
SYN-0281,2025-11-04,Digboi,Duliajan — Process Unit,Hazard Report,Lifting Operations — lifting a pump motor,"During relocating a chemical drum after a change in the work sequence, sling inspection was overdue. The load tilted unexpectedly above the work crew. The deviation was identified early, before anyone was exposed to serious harm. The load was lowered to a safe position.",No,0.76,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,Medium
SYN-0282,2025-01-25,Naharkatiya,Naharkatiya — Pipeline Corridor,Hazard Report,Lifting Operations — loading a valve assembly,"During loading a valve assembly during the morning shift, sling inspection was overdue. The load passed over an occupied walkway. The condition created a credible potential for a fatal or permanently disabling event. The load was lowered to a safe position.",Yes,0.868,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,High
SYN-0283,2024-03-08,Digboi,Geleki — Pipeline Corridor,Hazard Report,Confined Space — entry into a sump,"During cleaning a storage tank after a change in the work sequence, rescue plan was not briefed. The attendant lost radio contact with the entrant. The condition created a credible potential for a fatal or permanently disabling event. The standby rescue team secured the area.",Yes,0.904,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,High
SYN-0284,2025-10-24,Naharkatiya,Bongaigaon — Pipeline Corridor,Near Miss,Hot Work — cutting a steel support,"During grinding near the workshop during a routine maintenance task, hot-work permit not displayed. Flammable vapour was detected during the task. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.873,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,High
SYN-0285,2024-12-09,Digboi,Digboi — Tank Farm,Near Miss,Lifting Operations — loading a valve assembly,"During lifting a pump motor after a change in the work sequence, sling inspection was overdue. The load passed over an occupied walkway. The deviation was identified early, before anyone was exposed to serious harm. The load was lowered to a safe position.",No,0.723,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,Low
SYN-0286,2024-12-07,Digboi,Geleki — Process Unit,Safety Observation,Driving / Vehicle Safety — transporting equipment on an access road,"During transporting equipment on an access road while preparing the job, journey plan was not reviewed. The driver lost control on a wet bend. The deviation was identified early, before anyone was exposed to serious harm. The journey was restarted only after the load was secured.",No,0.857,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,Medium
SYN-0287,2024-06-17,Bongaigaon,Duliajan — Process Unit,Near Miss,Driving / Vehicle Safety — transporting equipment on an access road,"During transporting equipment on an access road during the morning shift, reversing alarm was not working. The vehicle nearly struck a pedestrian at the gate. The condition created a credible potential for a fatal or permanently disabling event. The vehicle was removed from service for inspection.",Yes,0.792,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,High
SYN-0288,2025-12-30,Duliajan,Duliajan — Process Unit,Hazard Report,Driving / Vehicle Safety — reversing a service vehicle,"During reversing a service vehicle after a change in the work sequence, reversing alarm was not working. The driver lost control on a wet bend. The deviation was identified early, before anyone was exposed to serious harm. The journey was restarted only after the load was secured.",No,0.776,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,Medium
SYN-0289,2025-04-20,Naharkatiya,Naharkatiya — Main Gate,Near Miss,Lifting Operations — lifting a pump motor,"During loading a valve assembly after a change in the work sequence, personnel entered the suspended-load zone. A sling strand began to separate. The condition created a credible potential for a fatal or permanently disabling event. The load was lowered to a safe position.",Yes,0.796,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,High
SYN-0290,2025-11-30,Geleki,Naharkatiya — Process Unit,Hazard Report,Hot Work — grinding near the workshop,"During welding on a process pipe during the morning shift, hot-work permit not displayed. Sparks travelled toward an open drain. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.88,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0291,2025-09-18,Naharkatiya,Digboi — Tank Farm,Near Miss,Hot Work — cutting a steel support,"During welding on a process pipe while preparing the job, combustibles not cleared from the work area. Sparks travelled toward an open drain. The condition created a credible potential for a fatal or permanently disabling event. A suitable fire extinguisher was positioned before restart.",Yes,0.947,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0292,2024-02-12,Geleki,Digboi — Process Unit,Hazard Report,Driving / Vehicle Safety — transporting equipment on an access road,"During transporting equipment on an access road while preparing the job, journey plan was not reviewed. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The driver stopped and reported the near miss.",No,0.7,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,Medium
SYN-0293,2024-06-21,Digboi,Bongaigaon — Pipeline Corridor,Safety Observation,Energy Isolation — valve replacement,"During valve replacement while preparing the job, incorrect isolation point. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The technician stopped work and isolated the equipment.",Yes,0.952,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,High
SYN-0294,2024-06-13,Digboi,Digboi — Pipeline Corridor,Safety Observation,Driving / Vehicle Safety — transporting equipment on an access road,"During driving between installations after a change in the work sequence, journey plan was not reviewed. The driver lost control on a wet bend. The deviation was identified early, before anyone was exposed to serious harm. The vehicle was removed from service for inspection.",No,0.857,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,Low
SYN-0295,2025-06-24,Geleki,Geleki — Pipeline Corridor,Safety Observation,Working at Height — accessing a tank roof,"During repairing an elevated platform during a routine maintenance task, toe board was not installed. A tool fell to the level below. The condition created a credible potential for a fatal or permanently disabling event. The dropped-object zone was cleared.",Yes,0.865,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,High
SYN-0296,2025-02-20,Bongaigaon,Duliajan — Process Unit,Near Miss,Hot Work — grinding near the workshop,"During grinding near the workshop while preparing the job, hot-work permit not displayed. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.831,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0297,2025-06-06,Digboi,Duliajan — Pipeline Corridor,Near Miss,Hot Work — cutting a steel support,"During welding on a process pipe after a change in the work sequence, combustibles not cleared from the work area. Flammable vapour was detected during the task. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.784,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,High
SYN-0298,2025-08-16,Digboi,Geleki — Workshop,Safety Observation,Driving / Vehicle Safety — driving between installations,"During driving between installations while preparing the job, reversing alarm was not working. The vehicle nearly struck a pedestrian at the gate. The deviation was identified early, before anyone was exposed to serious harm. The driver stopped and reported the near miss.",No,0.824,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,Medium
SYN-0299,2025-07-12,Digboi,Duliajan — Main Gate,Safety Observation,Line of Fire — loosening a seized flange,"During loosening a seized flange while preparing the job, exclusion zone was not maintained. The flange shifted suddenly toward the worker. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.808,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Low
SYN-0300,2024-08-01,Geleki,Geleki — Process Unit,Safety Observation,Energy Isolation — pump maintenance,"During valve replacement after a change in the work sequence, lockout/tagout not verified. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.935,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0301,2024-12-01,Naharkatiya,Geleki — Main Gate,Near Miss,Energy Isolation — valve replacement,"During compressor servicing during a routine maintenance task, missing zero-energy test. Residual pressure remained in the line. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.94,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,High
SYN-0302,2024-11-02,Duliajan,Naharkatiya — Main Gate,Hazard Report,Hot Work — welding on a process pipe,"During cutting a steel support while preparing the job, gas test not repeated. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. A suitable fire extinguisher was positioned before restart.",Yes,0.795,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,High
SYN-0303,2024-06-11,Digboi,Duliajan — Main Gate,Near Miss,Driving / Vehicle Safety — transporting equipment on an access road,"During driving between installations after a change in the work sequence, journey plan was not reviewed. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The journey was restarted only after the load was secured.",No,0.706,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,Medium
SYN-0304,2025-08-31,Digboi,Bongaigaon — Main Gate,Near Miss,Energy Isolation — compressor servicing,"During pump maintenance during a routine maintenance task, lockout/tagout not verified. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.951,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0305,2025-08-15,Duliajan,Duliajan — Process Unit,Near Miss,Confined Space — inspection inside a vessel,"During entry into a sump during the morning shift, continuous gas monitoring was unavailable. A worker reported dizziness inside the vessel. The deviation was identified early, before anyone was exposed to serious harm. The standby rescue team secured the area.",No,0.789,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,Medium
SYN-0306,2025-11-28,Naharkatiya,Geleki — Process Unit,Hazard Report,Energy Isolation — compressor servicing,"During pump maintenance during the morning shift, missing zero-energy test. A valve was still connected to the live header. The deviation was identified early, before anyone was exposed to serious harm. The supervisor initiated a toolbox talk.",No,0.782,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,Medium
SYN-0307,2025-02-15,Bongaigaon,Digboi — Main Gate,Hazard Report,Energy Isolation — compressor servicing,"During valve replacement during a routine maintenance task, incorrect isolation point. Residual pressure remained in the line. The deviation was identified early, before anyone was exposed to serious harm. The supervisor initiated a toolbox talk.",No,0.878,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,Medium
SYN-0308,2025-02-24,Geleki,Digboi — Main Gate,Hazard Report,Energy Isolation — compressor servicing,"During compressor servicing while preparing the job, incorrect isolation point. Residual pressure remained in the line. The condition created a credible potential for a fatal or permanently disabling event. The technician stopped work and isolated the equipment.",Yes,0.799,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,High
SYN-0309,2025-06-08,Naharkatiya,Duliajan — Tank Farm,Safety Observation,Line of Fire — loosening a seized flange,"During moving materials beside a pipe rack while preparing the job, exclusion zone was not maintained. The flange shifted suddenly toward the worker. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.808,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,Low
SYN-0310,2024-12-02,Digboi,Bongaigaon — Process Unit,Hazard Report,Driving / Vehicle Safety — driving between installations,"During reversing a service vehicle while preparing the job, seat belt was not used. The driver lost control on a wet bend. The condition created a credible potential for a fatal or permanently disabling event. The vehicle was removed from service for inspection.",Yes,0.836,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,High
SYN-0311,2025-04-13,Geleki,Duliajan — Process Unit,Near Miss,Hot Work — grinding near the workshop,"During cutting a steel support while preparing the job, gas test not repeated. Nearby oily rags began to smoulder. The deviation was identified early, before anyone was exposed to serious harm. The fire watch raised the alarm and work was stopped.",No,0.769,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,Medium
SYN-0312,2025-08-03,Duliajan,Bongaigaon — Process Unit,Hazard Report,Driving / Vehicle Safety — transporting equipment on an access road,"During transporting equipment on an access road during the morning shift, journey plan was not reviewed. The vehicle nearly struck a pedestrian at the gate. The condition created a credible potential for a fatal or permanently disabling event. The vehicle was removed from service for inspection.",Yes,0.888,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,High
SYN-0313,2024-12-27,Geleki,Naharkatiya — Main Gate,Safety Observation,Hot Work — welding on a process pipe,"During welding on a process pipe while preparing the job, gas test not repeated. Flammable vapour was detected during the task. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.904,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,High
